DocType	DocEntry	DocumentNumber	DocumentDate	CustomerCode	CustomerName	LineNum	ItemCode	ItemDesc	Quantity	ReasonCode
Sales Order	321	321	30-04-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	321	321	30-04-2015 00:00:00	C00000000000036	NICOLE	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	323	323	01-05-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	323	323	01-05-2015 00:00:00	C00000000000036	NICOLE	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	323	323	01-05-2015 00:00:00	C00000000000036	NICOLE	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	324	324	02-05-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	324	324	02-05-2015 00:00:00	C00000000000036	NICOLE	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	324	324	02-05-2015 00:00:00	C00000000000036	NICOLE	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	325	325	03-05-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	325	325	03-05-2015 00:00:00	C00000000000036	NICOLE	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	325	325	03-05-2015 00:00:00	C00000000000036	NICOLE	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	325	325	03-05-2015 00:00:00	C00000000000036	NICOLE	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	325	325	03-05-2015 00:00:00	C00000000000036	NICOLE	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	325	325	03-05-2015 00:00:00	C00000000000036	NICOLE	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	326	326	05-05-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	329	329	08-05-2015 00:00:00	C00000000000036	NICOLE	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	329	329	08-05-2015 00:00:00	C00000000000036	NICOLE	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	332	332	01-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	332	332	01-05-2015 00:00:00	C00000000000038	Madhu	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	332	332	01-05-2015 00:00:00	C00000000000038	Madhu	2	50114136002-8389-42	Skirt Long Wide	1		
Sales Order	333	333	02-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	333	333	02-05-2015 00:00:00	C00000000000038	Madhu	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	334	334	03-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	335	335	04-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	2		
Sales Order	335	335	04-05-2015 00:00:00	C00000000000038	Madhu	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	335	335	04-05-2015 00:00:00	C00000000000038	Madhu	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	335	335	04-05-2015 00:00:00	C00000000000038	Madhu	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	335	335	04-05-2015 00:00:00	C00000000000038	Madhu	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	335	335	04-05-2015 00:00:00	C00000000000038	Madhu	5	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	336	336	06-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	336	336	06-05-2015 00:00:00	C00000000000038	Madhu	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	2		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	6	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	7	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	337	337	07-05-2015 00:00:00	C00000000000038	Madhu	8	50114136001-8389-40	Skirt Long Wide	2		
Sales Order	338	338	09-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	339	339	01-05-2015 00:00:00	C00000000000039	DHARMARAJ	0	50114136000-8389-38	Skirt Long Wide	2		
Sales Order	340	340	02-05-2015 00:00:00	C00000000000039	DHARMARAJ	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	340	340	02-05-2015 00:00:00	C00000000000039	DHARMARAJ	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	340	340	02-05-2015 00:00:00	C00000000000039	DHARMARAJ	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	340	340	02-05-2015 00:00:00	C00000000000039	DHARMARAJ	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	340	340	02-05-2015 00:00:00	C00000000000039	DHARMARAJ	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	340	340	02-05-2015 00:00:00	C00000000000039	DHARMARAJ	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	3	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	4	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	5	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	6	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	341	341	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	7	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	343	343	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	0	50114136001-8389-40	Skirt Long Wide	2		
Sales Order	343	343	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	343	343	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	343	343	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	343	343	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	343	343	04-05-2015 00:00:00	C00000000000039	DHARMARAJ	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	345	345	04-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	346	346	05-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	347	347	06-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	348	348	11-05-2015 00:00:00	C00000000000039	DHARMARAJ	0	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	348	348	11-05-2015 00:00:00	C00000000000039	DHARMARAJ	1	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	348	348	11-05-2015 00:00:00	C00000000000039	DHARMARAJ	2	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	348	348	11-05-2015 00:00:00	C00000000000039	DHARMARAJ	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	348	348	11-05-2015 00:00:00	C00000000000039	DHARMARAJ	4	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	348	348	11-05-2015 00:00:00	C00000000000039	DHARMARAJ	5	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	349	349	07-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	349	349	07-05-2015 00:00:00	C00000000000038	Madhu	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	349	349	07-05-2015 00:00:00	C00000000000038	Madhu	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	349	349	07-05-2015 00:00:00	C00000000000038	Madhu	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	349	349	07-05-2015 00:00:00	C00000000000038	Madhu	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	349	349	07-05-2015 00:00:00	C00000000000038	Madhu	5	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	350	350	08-05-2015 00:00:00	C00000000000038	Madhu	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	350	350	08-05-2015 00:00:00	C00000000000038	Madhu	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	350	350	08-05-2015 00:00:00	C00000000000038	Madhu	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	350	350	08-05-2015 00:00:00	C00000000000038	Madhu	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	350	350	08-05-2015 00:00:00	C00000000000038	Madhu	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	350	350	08-05-2015 00:00:00	C00000000000038	Madhu	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	3	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	4	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	5	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	6	50114136002-8389-42	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	7	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	8	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	9	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	10	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	11	50114136006-827-40	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	12	50114136002-8389-42	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	13	50114136005-827-38	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	14	50114136010-827-48	Skirt Long Wide	1		
Sales Order	353	353	11-05-2015 00:00:00	C00000000000040	BHARGAVI	15	50114136007-827-42	Skirt Long Wide	1		
Sales Order	358	358	08-06-2015 00:00:00	C60000	SG Electronics	0	S10000	Server Point 10000	1		
Sales Order	363	363	08-06-2015 00:00:00	C60000	SG Electronics	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	363	363	08-06-2015 00:00:00	C60000	SG Electronics	1	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	363	363	08-06-2015 00:00:00	C60000	SG Electronics	2	50114136001-8389-40	Skirt Long Wide	1		
Sales Order	363	363	08-06-2015 00:00:00	C60000	SG Electronics	3	50114136002-8389-42	Skirt Long Wide	1		
Sales Order	3401	3401	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3402	3402	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3403	3403	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	3404	3404	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3405	3405	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3406	3406	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3407	3407	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136010-827-48	Skirt Long Wide	1		
Sales Order	3408	3408	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3409	3409	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	3410	3410	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3411	3411	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136008-827-44	Skirt Long Wide	1		
Sales Order	3412	3412	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3413	3413	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	3414	3414	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	3414	3414	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136007-827-42	Skirt Long Wide	1		
Sales Order	3415	3415	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136009-827-46	Skirt Long Wide	1		
Sales Order	3415	3415	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3416	3416	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136006-827-40	Skirt Long Wide	1		
Sales Order	3416	3416	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3416	3416	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	3417	3417	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136005-827-38	Skirt Long Wide	1		
Sales Order	3417	3417	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136006-827-40	Skirt Long Wide	1		
Sales Order	3418	3418	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136004-8389-48	Skirt Long Wide	1		
Sales Order	3418	3418	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136003-8389-46	Skirt Long Wide	1		
Sales Order	3419	3419	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	3419	3419	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136007-827-42	Skirt Long Wide	1		
Sales Order	3419	3419	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136013-996-40R	Leisure Trousers Long	1		
Sales Order	3419	3419	11-06-2015 00:00:00	C20000	Norm Thompson	3	50114136026-8277-38R	Jeans Long	1		
Sales Order	3419	3419	11-06-2015 00:00:00	C20000	Norm Thompson	4	50114136033-8019-38	Jacket Knit Fabrics	1		
Sales Order	3419	3419	11-06-2015 00:00:00	C20000	Norm Thompson	5	50114136056-595-42	Jacket Knitwear	1		
Sales Order	3420	3420	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136006-827-40	Skirt Long Wide	1		
Sales Order	3420	3420	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136005-827-38	Skirt Long Wide	1		
Sales Order	3420	3420	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136011-996-36R	Leisure Trousers Long	1		
Sales Order	3420	3420	11-06-2015 00:00:00	C20000	Norm Thompson	3	50114136005-827-38	Skirt Long Wide	1		
Sales Order	3420	3420	11-06-2015 00:00:00	C20000	Norm Thompson	4	50114136008-827-44	Skirt Long Wide	1		
Sales Order	3420	3420	11-06-2015 00:00:00	C20000	Norm Thompson	5	50114136007-827-42	Skirt Long Wide	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	5	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	6	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	7	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3421	3421	11-06-2015 00:00:00	C20000	Norm Thompson	8	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3422	3422	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3422	3422	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3422	3422	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3422	3422	11-06-2015 00:00:00	C20000	Norm Thompson	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3422	3422	11-06-2015 00:00:00	C20000	Norm Thompson	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3422	3422	11-06-2015 00:00:00	C20000	Norm Thompson	5	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3423	3423	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3424	3424	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3425	3425	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3426	3426	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3426	3426	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3427	3427	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3427	3427	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3428	3428	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3428	3428	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3428	3428	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3429	3429	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	0	50114136000-8389_01	Skirt Long Wide_01	2		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	2	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	4	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	5	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	6	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	7	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	8	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	9	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3430	3430	11-06-2015 00:00:00	C20000	Norm Thompson	10	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3431	3431	19-06-2015 00:00:00	C00000000000011	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3432	3432	19-06-2015 00:00:00	C00000000000011	Madhu	0	0043800641097	Pat Spaghetti Buitoni #71 500 gr	2		
Sales Order	3435	3435	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	2		
Sales Order	3436	3436	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	2		
Sales Order	3437	3437	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	2		
Sales Order	3438	3438	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3438	3438	24-06-2015 00:00:00	C00000000000011	Madhu	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3439	3439	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3439	3439	24-06-2015 00:00:00	C00000000000011	Madhu	1	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3440	3440	24-06-2015 00:00:00	C00000000000015	MADHU SUDHANA R	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3440	3440	24-06-2015 00:00:00	C00000000000015	MADHU SUDHANA R	1	0043800641097	Pat Spaghetti Buitoni #71 500 gr	1		
Sales Order	3441	3441	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3441	3441	24-06-2015 00:00:00	C00000000000011	Madhu	1	0043800641097	Pat Spaghetti Buitoni #71 500 gr	1		
Sales Order	3441	3441	24-06-2015 00:00:00	C00000000000011	Madhu	2	0044000006808	Conf Biscuit Oreo Mini Go Big Bag Bite Size 85 gr	1		
Sales Order	3442	3442	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3442	3442	24-06-2015 00:00:00	C00000000000011	Madhu	1	0043800641097	Pat Spaghetti Buitoni #71 500 gr	1		
Sales Order	3442	3442	24-06-2015 00:00:00	C00000000000011	Madhu	2	0044000006808	Conf Biscuit Oreo Mini Go Big Bag Bite Size 85 gr	1		
Sales Order	3442	3442	24-06-2015 00:00:00	C00000000000011	Madhu	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3443	3443	24-06-2015 00:00:00	C00000000000011	Madhu	0	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3443	3443	24-06-2015 00:00:00	C00000000000011	Madhu	1	0043800641097	Pat Spaghetti Buitoni #71 500 gr	1		
Sales Order	3443	3443	24-06-2015 00:00:00	C00000000000011	Madhu	2	0044000006808	Conf Biscuit Oreo Mini Go Big Bag Bite Size 85 gr	1		
Sales Order	3443	3443	24-06-2015 00:00:00	C00000000000011	Madhu	3	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	0	MI00001	AURO ENGINE EXILE - 1	2		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	1	MI00002	AURO ENGINE EXILE - 2	2		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	2	MI00003	AURO ENGINE EXILE - 3	2		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	3	MI00004	AURO ENGINE EXILE - 4	2		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	4	MI00006	AURO ENGINE EXILE - 6	2		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	5	P10001	"PC - P4 2.4G, DDR 512M, 400G HD"	2		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	6	0043717101004	Frm bl Bulghari BG Tin 800 gr	1		
Sales Order	3445	3445	15-09-2015 00:00:00	C00000000000011	Madhu	7	0043800641097	Pat Spaghetti Buitoni #71 500 gr	1		
Sales Order	3446	3446	05-11-2015 00:00:00	C00000000000011	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3447	3447	05-11-2015 00:00:00	C00000000000011	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3448	3448	05-11-2015 00:00:00	C00000000000011	Madhu	0	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3453	3453	21-12-2015 00:00:00	C60000	SG Electronics	18	50114136008-827-44	Skirt Long Wide	1		
Sales Order	3453	3453	21-12-2015 00:00:00	C60000	SG Electronics	19	50114136000-8389-38	Skirt Long Wide	1		
Sales Order	3453	3453	21-12-2015 00:00:00	C60000	SG Electronics	20	50114136000-8389_01	Skirt Long Wide_01	1		
Sales Order	3453	3453	21-12-2015 00:00:00	C60000	SG Electronics	21	50114136002-8389-42	Skirt Long Wide	1		
